id,brand,model,category,price,cpu,cpu_cores,ram,gpu,gpu_vram,dedicated_gpu,cuda_support,weight,screen_size,screen_resolution,screen_quality_score
1128,HP,HP Notebook,Notebook,307.41,AMD A6-Series A6-9220 2.5GHz,2,4,AMD Radeon 520,4,True,False,1.91,15.6,1920x1080,0.6
1129,MSI,MSI Gaming,Gaming,958.27,Intel Core i7 7700HQ 2.8GHz,8,16,Nvidia GeForce GTX 1050 Ti,2,True,True,2.7,17.3,1920x1080,0.6
1130,Lenovo,Lenovo Ultrabook,Ultrabook,1475.79,Intel Core i7 6600U 2.6GHz,8,12,Intel HD Graphics 520,0,False,False,1.4,14.0,1920x1080,0.6
1131,Lenovo,Lenovo Notebook,Notebook,506.15,Intel Core i5 6200U 2.3GHz,4,8,AMD Radeon R5 M330,0,False,False,2.5,15.6,1920x1080,0.6
1132,HP,HP 2 in 1 Convertible,2 in 1 Convertible,1310.17,Intel Core i7 6600U 2.6GHz,8,8,Intel HD Graphics 520,0,False,False,1.48,13.3,2560x1440,0.8
1133,Lenovo,Lenovo Ultrabook,Ultrabook,962.25,Intel Core i7 6600U 2.6GHz,8,8,Intel HD Graphics 520,0,False,False,1.7,14.0,1920x1080,0.6
1134,MSI,MSI Gaming,Gaming,1135.57,Intel Core i7 6700HQ 2.6GHz,8,16,Nvidia GeForce GTX 970M,4,True,True,1.7,14.0,1920x1080,0.6
1135,HP,HP Gaming,Gaming,577.09,Intel Core i7 7700HQ 2.8GHz,8,8,Nvidia GeForce GTX 1050,2,True,True,2.62,15.6,1920x1080,0.6
1136,Lenovo,Lenovo Notebook,Notebook,294.64,Intel Core i3 6006U 2.0GHz,2,8,Intel HD Graphics 520,0,False,False,2.2,15.6,1366x768,0.4
1137,HP,HP Notebook,Notebook,306.19,Intel Core i5 6200U 2.3GHz,4,4,Intel HD Graphics 520,0,False,False,2.1,15.6,1366x768,0.4
1138,Dell,Dell Gaming,Gaming,961.61,Intel Core i7 7700HQ 2.8GHz,8,8,Nvidia GeForce GTX 1050 Ti,2,True,True,2.62,15.6,3840x2160,1.0
1139,Lenovo,Lenovo Notebook,Notebook,892.28,Intel Core i5 7200U 2.5GHz,4,8,Intel HD Graphics 620,0,False,False,1.95,15.6,1920x1080,0.6
1140,Lenovo,Lenovo Notebook,Notebook,300.42,Intel Core i3 6006U 2GHz,2,4,Nvidia GeForce 920MX ,4,True,True,2.2,15.6,1920x1080,0.6
1141,HP,HP Notebook,Notebook,159.84,Intel Celeron Dual Core N3060 1.6GHz,2,2,Intel HD Graphics 400,0,False,False,1.44,14.0,1366x768,0.4
1142,MSI,MSI Gaming,Gaming,538.58,Intel Core i7 7500U 2.7GHz,8,8,Nvidia GeForce GTX 1050,2,True,True,2.2,15.6,1920x1080,0.6
1143,HP,HP Notebook,Notebook,435.87,Intel Core i7 6500U 2.5GHz,8,8,Intel HD Graphics 520,0,False,False,1.96,15.6,1920x1080,0.6
1144,HP,HP Notebook,Notebook,743.99,Intel Core i7 8550U 1.8GHz,8,16,Intel UHD Graphics 620,0,False,False,2.1,15.6,1920x1080,0.6
1145,Asus,Asus Notebook,Notebook,236.87,Intel Celeron Dual Core N3050 1.6GHz,2,4,Intel HD Graphics,0,False,False,2.2,15.6,1366x768,0.4
1146,Lenovo,Lenovo Notebook,Notebook,255.49,Intel Core i5 6200U 2.3GHz,4,4,Intel HD Graphics 520,0,False,False,2.1,15.6,1366x768,0.4
1147,Lenovo,Lenovo Notebook,Notebook,455.13,Intel Core i7 7500U 2.7GHz,8,8,Nvidia GeForce 940MX,4,True,True,2.2,15.6,1920x1080,0.6
1148,Asus,Asus Notebook,Notebook,493.64,Intel Core i3 7100U 2.4GHz,2,4,Intel HD Graphics 620,0,False,False,2.0,14.0,1920x1080,0.6
1149,Lenovo,Lenovo Notebook,Notebook,529.59,Intel Core i7 6500U 2.5GHz,8,4,Intel HD Graphics 520,0,False,False,2.32,15.6,1920x1080,0.6
1150,Lenovo,Lenovo Gaming,Gaming,837.72,Intel Core i7 6700HQ 2.6GHz,8,16,Nvidia GeForce GTX 960,4,True,True,3.31,15.6,1920x1080,0.6
1151,MSI,MSI Gaming,Gaming,1382.31,Intel Core i7 6700HQ 2.6GHz,8,16,Nvidia GeForce GTX 970M,4,True,True,1.91,15.6,1920x1080,0.6
1152,HP,HP Notebook,Notebook,417.25,Intel Core i3 6100U 2.3GHz,2,4,Intel HD Graphics 520,0,False,False,2.07,15.6,1366x768,0.4
1153,Lenovo,Lenovo 2 in 1 Convertible,2 in 1 Convertible,1050.84,Intel Core i5 6200U 2.3GHz,4,8,Intel HD Graphics 520,0,False,False,1.36,14.0,2560x1440,0.8
1154,Lenovo,Lenovo Ultrabook,Ultrabook,533.44,Intel Core i7 7500U 2.7GHz,8,6,Nvidia GeForce 920M,4,True,True,1.54,15.6,1920x1080,0.6
1155,Dell,Dell Notebook,Notebook,574.53,Intel Core i7 7500U 2.7GHz,8,8,Nvidia GeForce GT 940MX,4,True,True,1.98,15.6,1920x1080,0.6
1156,Acer,Acer Notebook,Notebook,213.76,Intel Celeron Dual Core N3350 2GHz,2,4,Intel HD Graphics 500,0,False,False,2.1,15.6,1366x768,0.4
1157,HP,HP Notebook,Notebook,512.9,Intel Core i7 6700HQ 2.6GHz,8,6,Nvidia GeForce GTX 960M,4,True,True,2.18,15.6,1920x1080,0.6
1158,Asus,Asus Gaming,Gaming,583.51,Intel Core i7 6700HQ 2.6GHz,8,8,Nvidia GeForce GTX 960M,4,True,True,2.59,15.6,1920x1080,0.6
1159,Dell,Dell 2 in 1 Convertible,2 in 1 Convertible,756.83,Intel Core i7 7500U 2.7GHz,8,16,Intel HD Graphics 620,0,False,False,2.09,15.6,1920x1080,0.6
1160,Acer,Acer Notebook,Notebook,443.57,Intel Core i5 7200U 2.5GHz,4,4,Nvidia GeForce 940MX,4,True,True,2.23,15.6,1920x1080,0.6
1161,Dell,Dell Ultrabook,Ultrabook,705.48,Intel Core i5 6300U 2.4GHz,4,8,Intel HD Graphics 520,0,False,False,1.23,13.3,3200x1800,0.4
1162,Acer,Acer Gaming,Gaming,1668.37,Intel Core i7 7700HQ 2.8GHz,8,16,Nvidia GeForce GTX 1070,6,True,True,4.2,17.3,1920x1080,0.6
1163,Lenovo,Lenovo Gaming,Gaming,525.74,Intel Core i5 7300HQ 2.5GHz,4,8,Nvidia GeForce GTX 1050,2,True,True,2.4,15.6,1920x1080,0.6
1164,Samsung,Samsung 2 in 1 Convertible,2 in 1 Convertible,423.03,Samsung Cortex A72&A53 2.0GHz,2,4,ARM Mali T860 MP4,4,True,False,1.15,12.3,2400x1600,0.4
1165,HP,HP Notebook,Notebook,311.33,Intel Core i5 7200U 2.5GHz,4,4,Intel HD Graphics 620,0,False,False,1.86,15.6,1366x768,0.4
1166,Apple,Apple Ultrabook,Ultrabook,746.56,Intel Core M 1.1GHz,2,8,Intel HD Graphics 5300,0,False,False,0.92,12.0,2304x1440,0.4
1167,Dell,Dell 2 in 1 Convertible,2 in 1 Convertible,769.67,Intel Core i5 7200U 2.5GHz,4,8,Intel HD Graphics 620,0,False,False,1.6,13.3,1920x1080,0.6
1168,HP,HP Notebook,Notebook,851.84,Intel Core i7 7700HQ 2.8GHz,8,12,Nvidia GeForce GTX 1050,2,True,True,2.21,15.6,1920x1080,0.6
1169,Lenovo,Lenovo Notebook,Notebook,236.23,Intel Core i3 6006U 2GHz,2,4,AMD Radeon R5 M430,0,False,False,1.9,15.6,1366x768,0.4
1170,Asus,Asus Gaming,Gaming,1380.14,Intel Core i7 6700HQ 2.6GHz,8,16,Nvidia GeForce GTX 980M,4,True,True,4.3,17.3,1920x1080,0.6
1171,Acer,Acer Notebook,Notebook,174.6,Intel Celeron Dual Core N3350 2GHz,2,4,Intel HD Graphics 500,0,False,False,2.1,15.6,1366x768,0.4
1172,MSI,MSI Gaming,Gaming,1315.25,Intel Core i7 7700HQ 2.8GHz,8,16,Nvidia GeForce GTX 1060,4,True,True,2.43,17.3,1920x1080,0.6
1173,Dell,Dell Notebook,Notebook,320.32,Intel Core i3 6006U 2.0GHz,2,4,AMD Radeon R7 M440,0,False,False,2.3,15.6,1366x768,0.4
1174,Lenovo,Lenovo Notebook,Notebook,403.77,Intel Core i7 6500U 2.5GHz,8,8,Nvidia GeForce 920MX,4,True,True,2.2,15.6,1366x768,0.4
1175,Dell,Dell Ultrabook,Ultrabook,1720.37,Intel Core i7 7500U 2.7GHz,8,16,Intel HD Graphics 620,0,False,False,1.2,13.3,3200x1800,0.4
1176,Asus,Asus Gaming,Gaming,750.41,Intel Core i7 6700HQ 2.6GHz,8,8,Nvidia GeForce GTX 1060,4,True,True,2.2,15.6,1920x1080,0.6
1177,Dell,Dell Notebook,Notebook,570.67,Intel Core i5 7200U 2.5GHz,4,8,AMD Radeon R7 M445,0,False,False,2.36,15.6,1920x1080,0.6
1178,HP,HP Notebook,Notebook,371.68,Intel Core i5 7200U 2.5GHz,4,8,Intel HD Graphics 620,0,False,False,1.91,15.6,1366x768,0.4
1179,Lenovo,Lenovo Notebook,Notebook,191.94,AMD E-Series 9000 2.2GHz,2,4,AMD Radeon R2 Graphics,0,False,False,2.2,15.6,1366x768,0.4
1180,Acer,Acer Notebook,Notebook,403.77,Intel Core i3 6006U 2.0GHz,2,8,Nvidia GeForce 940MX,4,True,True,3.3,17.3,1600x900,0.4
1181,Asus,Asus Gaming,Gaming,1572.08,Intel Core i7 7700HQ 2.8GHz,8,16,Nvidia GeForce GTX 1070,6,True,True,2.2,15.6,1920x1080,0.6
1182,Apple,Apple Ultrabook,Ultrabook,821.03,Intel Core M 1.2GHz,2,8,Intel HD Graphics 515,0,False,False,0.92,12.0,2304x1440,0.4
1183,Asus,Asus Notebook,Notebook,1122.73,Intel Core i7 7700HQ 2.8GHz,8,16,Nvidia GeForce GTX 1060,4,True,True,2.2,15.6,1920x1080,0.6
1184,MSI,MSI Gaming,Gaming,1251.11,Intel Core i7 6700HQ 2.6GHz,8,16,Nvidia GeForce GTX 1060,4,True,True,2.43,17.3,1920x1080,0.6
1185,Dell,Dell 2 in 1 Convertible,2 in 1 Convertible,641.29,Intel Core i5 7200U 2.5GHz,4,8,Intel HD Graphics 620,0,False,False,2.19,15.6,1920x1080,0.6
1186,Asus,Asus Gaming,Gaming,1251.12,Intel Core i7 7700HQ 2.8GHz,8,16,Nvidia GeForce GTX 1060,4,True,True,2.9,17.3,1920x1080,0.6
1187,Acer,Acer Netbook,Netbook,111.7,Intel Celeron Dual Core 3205U 1.5GHz,2,2,Intel HD Graphics,0,False,False,1.3,11.6,1366x768,0.4
1188,Acer,Acer Notebook,Notebook,383.87,Intel Core i3 6006U 2GHz,2,4,Nvidia GeForce 940MX,4,True,True,3.3,17.3,1600x900,0.4
1189,Lenovo,Lenovo Notebook,Notebook,346.0,Intel Core i5 7200U 2.5GHz,4,8,Intel HD Graphics 620,0,False,False,2.8,17.3,1600x900,0.4
1190,Lenovo,Lenovo Gaming,Gaming,816.53,Intel Core i7 6700HQ 2.6GHz,8,8,Nvidia GeForce GTX 960<U+039C>,4,True,True,2.6,15.6,1920x1080,0.6
1191,Acer,Acer 2 in 1 Convertible,2 in 1 Convertible,737.57,Intel Core i7 7Y75 1.3GHz,8,8,Intel HD Graphics 615,0,False,False,1.2,14.0,1920x1080,0.6
1192,Lenovo,Lenovo Notebook,Notebook,981.51,Intel Core i7 6600U 2.6GHz,8,8,Intel HD Graphics 520,0,False,False,2.3,15.6,1920x1080,0.6
1193,MSI,MSI Gaming,Gaming,947.56,Intel Core i7 6700HQ 2.6GHz,8,8,Nvidia GeForce GTX 1060,4,True,True,2.2,15.6,1920x1080,0.6
1194,HP,HP Notebook,Notebook,339.58,AMD A12-Series 9720P 2.7GHz,2,6,AMD Radeon 530,4,True,False,2.1,15.6,1920x1080,0.6
1195,Dell,Dell Ultrabook,Ultrabook,1099.86,Intel Core i5 6300U 2.4GHz,4,8,Intel HD Graphics 520,0,False,False,1.26,12.5,1920x1080,0.6
1196,Dell,Dell 2 in 1 Convertible,2 in 1 Convertible,326.74,Intel Core i3 7100U 2.4GHz,2,4,Intel HD Graphics 620,0,False,False,2.08,15.0,1920x1080,0.6
1197,Asus,Asus Notebook,Notebook,198.36,Intel Pentium Quad Core N3710 1.6GHz,2,4,Intel HD Graphics 405,0,False,False,2.65,15.6,1366x768,0.4
1198,Dell,Dell Ultrabook,Ultrabook,948.13,Intel Core i7 7500U 2.7GHz,8,8,Intel HD Graphics 620,0,False,False,1.29,13.3,3200x1800,0.4
1199,Dell,Dell Notebook,Notebook,335.0,Intel Core i5 7200U 2.5GHz,4,4,Intel HD Graphics 520,0,False,False,2.18,15.6,1366x768,0.4
1200,Lenovo,Lenovo Gaming,Gaming,660.54,Intel Core i7 6700HQ 2.6GHz,8,16,Nvidia GeForce GTX 960M,4,True,True,2.6,15.6,1920x1080,0.6
1201,MSI,MSI Gaming,Gaming,737.57,Intel Core i7 7700HQ 2.8GHz,8,8,Nvidia GeForce GTX 1050,2,True,True,2.2,15.6,1920x1080,0.6
1202,Lenovo,Lenovo Netbook,Netbook,1059.18,Intel Core i7 6500U 2.50GHz,8,16,Intel HD Graphics 520,0,False,False,1.3,12.5,1920x1080,0.6
1203,Razer,Razer Gaming,Gaming,2246.11,Intel Core i7 7700HQ 2.8GHz,8,16,Nvidia GeForce GTX 1060,4,True,True,1.95,14.0,1920x1080,0.6
1204,Dell,Dell Notebook,Notebook,301.07,Intel Core i3 7100U 2.4GHz,2,8,Intel HD Graphics 620,0,False,False,2.3,15.6,1366x768,0.4
1205,MSI,MSI Gaming,Gaming,1025.8,Intel Core i7 7700HQ 2.8GHz,8,16,Nvidia GeForce GTX 1060,4,True,True,2.7,17.3,1920x1080,0.6
1206,Apple,Apple Ultrabook,Ultrabook,615.61,Intel Core i5 1.6GHz,4,4,Intel HD Graphics 6000,0,False,False,1.08,11.6,1366x768,0.4
1207,HP,HP Notebook,Notebook,306.84,Intel Core i3 6006U 2GHz,2,4,Intel HD Graphics 520,0,False,False,2.1,15.6,1920x1080,0.6
1208,HP,HP Ultrabook,Ultrabook,1411.08,Intel Core i7 6500U 2.5GHz,8,8,Intel HD Graphics 520,0,False,False,1.54,14.0,2560x1440,0.8
1209,Dell,Dell Notebook,Notebook,473.1,Intel Core i5 6200U 2.3GHz,4,4,Intel HD Graphics 520,0,False,False,2.24,15.6,1366x768,0.4
1210,MSI,MSI Gaming,Gaming,750.41,Intel Core i7 6700HQ 2.6GHz,8,8,Nvidia GeForce GTX 960M,4,True,True,2.3,15.6,1920x1080,0.6
1211,Lenovo,Lenovo Notebook,Notebook,962.25,Intel Core i7 7500U 2.7GHz,8,16,Intel HD Graphics 620,0,False,False,1.4,13.3,1920x1080,0.6
1212,Lenovo,Lenovo Notebook,Notebook,383.6,AMD A12-Series 9720P 3.6GHz,2,6,AMD Radeon 530,4,True,False,2.2,15.6,1920x1080,0.6
1213,Asus,Asus Ultrabook,Ultrabook,821.67,Intel Core i7 6500U 2.5GHz,8,8,Intel HD Graphics 520,0,False,False,1.45,13.3,1920x1080,0.6
1214,Acer,Acer Notebook,Notebook,232.25,Intel Core i3 6006U 2.0GHz,2,4,Intel HD Graphics 520,0,False,False,2.4,15.6,1366x768,0.4
1215,Dell,Dell 2 in 1 Convertible,2 in 1 Convertible,1154.83,Intel Core i7 7500U 2.7GHz,8,16,Nvidia GeForce 940MX,4,True,True,2.77,17.3,1920x1080,0.6
1216,HP,HP Notebook,Notebook,706.11,Intel Core i5 6200U 2.3GHz,4,4,Intel HD Graphics 520,0,False,False,1.54,14.0,1920x1080,0.6
1217,Dell,Dell Notebook,Notebook,561.69,Intel Core i5 7200U 2.5GHz,4,4,Intel HD Graphics 620,0,False,False,1.6,14.0,1366x768,0.4
1218,Asus,Asus Gaming,Gaming,1492.48,Intel Core i7 6700HQ 2.6GHz,8,16,Nvidia GeForce GTX 1070,6,True,True,2.34,15.6,1920x1080,0.6
1219,Lenovo,Lenovo Notebook,Notebook,367.82,Intel Core i5 7200U 2.5GHz,4,8,Intel HD Graphics 620,0,False,False,2.3,15.6,1920x1080,0.6
1220,Dell,Dell 2 in 1 Convertible,2 in 1 Convertible,1163.81,Intel Core i5 7Y54 1.2GHz,4,8,Intel HD Graphics 615,0,False,False,1.24,13.3,3200x1800,0.4
1221,Dell,Dell Notebook,Notebook,207.98,Intel Pentium Quad Core N3710 1.6GHz,2,4,Intel HD Graphics,0,False,False,2.2,15.6,1366x768,0.4
1222,HP,HP Notebook,Notebook,256.13,AMD A6-Series 9220 2.5GHz,2,4,AMD Radeon R4 Graphics,0,False,False,1.86,15.6,1366x768,0.4
1223,Lenovo,Lenovo Notebook,Notebook,365.26,Intel Core i3 6100U 2.3GHz,2,6,Nvidia GeForce 920MX,4,True,True,2.4,15.6,1920x1080,0.6
1224,Lenovo,Lenovo Notebook,Notebook,688.15,Intel Core i5 6200U 2.3GHz,4,8,Intel HD Graphics 520,0,False,False,1.9,14.0,1920x1080,0.6
1225,Dell,Dell Notebook,Notebook,285.01,Intel Pentium Quad Core N3700 1.6GHz,2,4,Intel HD Graphics,0,False,False,2.2,15.6,1366x768,0.4
1226,Asus,Asus Notebook,Notebook,217.61,Intel Celeron Dual Core N3350 1.1GHz,2,4,Intel HD Graphics 500,0,False,False,2.0,15.6,1366x768,0.4
1227,Asus,Asus Gaming,Gaming,1219.66,Intel Core i7 6700HQ 2.6GHz,8,16,Nvidia GeForce GTX 970M,4,True,True,4.0,17.3,1920x1080,0.6
1228,Dell,Dell Notebook,Notebook,314.54,Intel Core i3 6006U 2GHz,2,4,Intel HD Graphics 520,0,False,False,2.29,15.6,1366x768,0.4
1229,Lenovo,Lenovo Notebook,Notebook,574.53,Intel Core i7 6500U 2.5GHz,8,8,AMD Radeon R5 M330,0,False,False,2.32,15.6,1920x1080,0.6
1230,MSI,MSI Gaming,Gaming,788.93,Intel Core i7 6700HQ 2.6GHz,8,8,Nvidia GeForce GTX 960M,4,True,True,2.4,15.6,1920x1080,0.6
1231,Lenovo,Lenovo 2 in 1 Convertible,2 in 1 Convertible,534.73,Intel Core i5 6200U 2.3GHz,4,4,Intel HD Graphics 520,0,False,False,1.8,14.0,1920x1080,0.6
1232,Asus,Asus Ultrabook,Ultrabook,467.97,Intel Core M 6Y30 0.9GHz,2,8,Intel HD Graphics 515,0,False,False,1.2,13.3,1920x1080,0.6
1233,Dell,Dell Notebook,Notebook,294.64,Intel Core i3 7100U 2.4GHz,2,6,Intel HD Graphics 620,0,False,False,2.3,15.6,1366x768,0.4
1234,Acer,Acer Notebook,Notebook,185.52,Intel Celeron Dual Core N3060 1.6GHz,2,4,Intel HD Graphics 400,0,False,False,2.4,15.6,1366x768,0.4
1235,Dell,Dell Notebook,Notebook,243.29,Intel Celeron Dual Core N3050 1.6GHz,2,2,Intel HD Graphics,0,False,False,2.2,15.6,1366x768,0.4
1236,Lenovo,Lenovo Notebook,Notebook,577.09,Intel Core i7 6700HQ 2.6GHz,8,8,Nvidia GeForce GTX 960M,4,True,True,2.6,15.6,1920x1080,0.6
1237,HP,HP Notebook,Notebook,353.05,AMD A9-Series 9410 2.9GHz,2,6,AMD Radeon R7 M440,0,False,False,2.04,15.6,1920x1080,0.6
1238,Dell,Dell Notebook,Notebook,517.39,Intel Core i7 7500U 2.7GHz,8,8,AMD Radeon R5 M430,0,False,False,2.3,15.6,1366x768,0.4
1239,HP,HP Netbook,Netbook,134.16,Intel Celeron Dual Core N3060 1.6GHz,2,2,Intel HD Graphics 400,0,False,False,1.17,11.6,1366x768,0.4
1240,Asus,Asus Notebook,Notebook,462.39,Intel Core i7 6500U 2.5GHz,8,4,Nvidia GeForce 920M,4,True,True,2.2,15.6,1366x768,0.4
1241,Lenovo,Lenovo 2 in 1 Convertible,2 in 1 Convertible,409.55,Intel Core i7 6500U 2.5GHz,8,4,Intel HD Graphics 520,0,False,False,1.8,14.0,1920x1080,0.6
1242,Lenovo,Lenovo 2 in 1 Convertible,2 in 1 Convertible,962.25,Intel Core i7 6500U 2.5GHz,8,16,Intel HD Graphics 520,0,False,False,1.3,13.3,3200x1800,0.4
1243,Lenovo,Lenovo Notebook,Notebook,147.0,Intel Celeron Dual Core N3050 1.6GHz,2,2,Intel HD Graphics,0,False,False,1.5,14.0,1366x768,0.4
1244,HP,HP Notebook,Notebook,490.43,Intel Core i7 6500U 2.5GHz,8,6,AMD Radeon R5 M330,0,False,False,2.19,15.6,1366x768,0.4
1245,Asus,Asus Notebook,Notebook,236.87,Intel Celeron Dual Core N3050 1.6GHz,2,4,Intel HD Graphics,0,False,False,2.2,15.6,1366x768,0.4
1246,Asus,Asus Ultrabook,Ultrabook,467.97,Intel Core M 6Y30 0.9GHz,2,8,Intel HD Graphics 515,0,False,False,1.2,13.3,1920x1080,0.6
1247,Dell,Dell Notebook,Notebook,294.64,Intel Core i3 7100U 2.4GHz,2,6,Intel HD Graphics 620,0,False,False,2.3,15.6,1366x768,0.4
1248,Acer,Acer Notebook,Notebook,185.52,Intel Celeron Dual Core N3060 1.6GHz,2,4,Intel HD Graphics 400,0,False,False,2.4,15.6,1366x768,0.4
1249,Dell,Dell Notebook,Notebook,243.29,Intel Celeron Dual Core N3050 1.6GHz,2,2,Intel HD Graphics,0,False,False,2.2,15.6,1366x768,0.4
1250,Lenovo,Lenovo Notebook,Notebook,577.09,Intel Core i7 6700HQ 2.6GHz,8,8,Nvidia GeForce GTX 960M,4,True,True,2.6,15.6,1920x1080,0.6
1251,HP,HP Notebook,Notebook,353.05,AMD A9-Series 9410 2.9GHz,2,6,AMD Radeon R7 M440,0,False,False,2.04,15.6,1920x1080,0.6
1252,Dell,Dell Notebook,Notebook,517.39,Intel Core i7 7500U 2.7GHz,8,8,AMD Radeon R5 M430,0,False,False,2.3,15.6,1366x768,0.4
1253,HP,HP Netbook,Netbook,134.16,Intel Celeron Dual Core N3060 1.6GHz,2,2,Intel HD Graphics 400,0,False,False,1.17,11.6,1366x768,0.4
1254,Asus,Asus Notebook,Notebook,462.39,Intel Core i7 6500U 2.5GHz,8,4,Nvidia GeForce 920M,4,True,True,2.2,15.6,1366x768,0.4
1255,Lenovo,Lenovo 2 in 1 Convertible,2 in 1 Convertible,409.55,Intel Core i7 6500U 2.5GHz,8,4,Intel HD Graphics 520,0,False,False,1.8,14.0,1920x1080,0.6
1256,Lenovo,Lenovo 2 in 1 Convertible,2 in 1 Convertible,962.25,Intel Core i7 6500U 2.5GHz,8,16,Intel HD Graphics 520,0,False,False,1.3,13.3,3200x1800,0.4
1257,Lenovo,Lenovo Notebook,Notebook,147.0,Intel Celeron Dual Core N3050 1.6GHz,2,2,Intel HD Graphics,0,False,False,1.5,14.0,1366x768,0.4
1258,HP,HP Notebook,Notebook,490.43,Intel Core i7 6500U 2.5GHz,8,6,AMD Radeon R5 M330,0,False,False,2.19,15.6,1366x768,0.4
1259,Asus,Asus Notebook,Notebook,236.87,Intel Celeron Dual Core N3050 1.6GHz,2,4,Intel HD Graphics,0,False,False,2.2,15.6,1366x768,0.4
1260,Asus,Asus Ultrabook,Ultrabook,467.97,Intel Core M 6Y30 0.9GHz,2,8,Intel HD Graphics 515,0,False,False,1.2,13.3,1920x1080,0.6
1261,Dell,Dell Notebook,Notebook,294.64,Intel Core i3 7100U 2.4GHz,2,6,Intel HD Graphics 620,0,False,False,2.3,15.6,1366x768,0.4
1262,Acer,Acer Notebook,Notebook,185.52,Intel Celeron Dual Core N3060 1.6GHz,2,4,Intel HD Graphics 400,0,False,False,2.4,15.6,1366x768,0.4
1263,Dell,Dell Notebook,Notebook,243.29,Intel Celeron Dual Core N3050 1.6GHz,2,2,Intel HD Graphics,0,False,False,2.2,15.6,1366x768,0.4
1264,Lenovo,Lenovo Notebook,Notebook,577.09,Intel Core i7 6700HQ 2.6GHz,8,8,Nvidia GeForce GTX 960M,4,True,True,2.6,15.6,1920x1080,0.6
1265,HP,HP Notebook,Notebook,353.05,AMD A9-Series 9410 2.9GHz,2,6,AMD Radeon R7 M440,0,False,False,2.04,15.6,1920x1080,0.6
1266,Dell,Dell Notebook,Notebook,517.39,Intel Core i7 7500U 2.7GHz,8,8,AMD Radeon R5 M430,0,False,False,2.3,15.6,1366x768,0.4
1267,HP,HP Netbook,Netbook,134.16,Intel Celeron Dual Core N3060 1.6GHz,2,2,Intel HD Graphics 400,0,False,False,1.17,11.6,1366x768,0.4
1268,Asus,Asus Notebook,Notebook,462.39,Intel Core i7 6500U 2.5GHz,8,4,Nvidia GeForce 920M,4,True,True,2.2,15.6,1366x768,0.4
1269,Lenovo,Lenovo 2 in 1 Convertible,2 in 1 Convertible,409.55,Intel Core i7 6500U 2.5GHz,8,4,Intel HD Graphics 520,0,False,False,1.8,14.0,1920x1080,0.6
1270,Lenovo,Lenovo 2 in 1 Convertible,2 in 1 Convertible,962.25,Intel Core i7 6500U 2.5GHz,8,16,Intel HD Graphics 520,0,False,False,1.3,13.3,3200x1800,0.4
1271,Lenovo,Lenovo Notebook,Notebook,147.0,Intel Celeron Dual Core N3050 1.6GHz,2,2,Intel HD Graphics,0,False,False,1.5,14.0,1366x768,0.4
1272,HP,HP Notebook,Notebook,490.43,Intel Core i7 6500U 2.5GHz,8,6,AMD Radeon R5 M330,0,False,False,2.19,15.6,1366x768,0.4
1273,Asus,Asus Notebook,Notebook,236.87,Intel Celeron Dual Core N3050 1.6GHz,2,4,Intel HD Graphics,0,False,False,2.2,15.6,1366x768,0.4
